Category,Item_Code,Price,Quantity
39,cq,0.089,466
39,cq,0.191,3495
39,df,0.048,144
39,df,0.056,448
39,df,0.075,448
39,df,0.144,201
39,df,0.196,1
39,df,0.502,3366
39,gr,0.08,466
39,gr,0.09,162
39,gr,0.107,466
39,gr,0.181,3542
39,agb,0.006,616
39,agb,0.071,162
39,agb,0.107,466
39,agb,0.142,466
39,agb,0.251,641
39,bw,0.011,1004
39,bw,0.016,162
39,bw,0.024,466
39,bw,0.027,466
39,bw,0.046,5319
39,li,0.006,666
39,li,0.034,162
39,li,0.045,466
39,li,0.051,196
39,li,0.055,466
39,li,0.067,3749
39,am,0.042,18
39,am,0.055,14
39,am,0.094,12
39,am,0.098,1
39,am,0.118,1084
39,am,0.144,4226
39,bz,0.058,906
39,bz,0.071,162
39,bz,0.1,466
39,bz,0.106,837
39,bz,0.116,1
39,bz,0.12,466
39,bz,0.191,4438
39,wa,0.337,1
39,wa,0.634,822
39,wa,0.87,132
39,wa,0.9,394
39,wa,0.903,1
39,wa,0.99,394
39,wa,1,3128
39,wa,1.51,5
39,wa,2.589,138
39,wb,0.14,912
39,wb,0.162,138
39,wb,0.242,438
39,wb,0.323,438
39,wb,0.336,522
39,wb,0.39,1
39,wb,0.451,5
39,wb,1.51,3191
39,kc,0.006,583
39,kc,0.08,1
39,kc,0.182,162
39,kc,0.196,1
39,kc,0.272,466
39,kc,0.276,3836
39,im,0.006,634
39,im,0.008,588
39,im,0.051,162
39,im,0.068,466
39,im,0.093,466
39,im,0.116,1
39,im,0.502,3372
39,wx,0.066,162
39,wx,0.067,359
39,wx,0.098,466
39,wx,0.13,466
39,wx,0.215,1
39,wx,0.23,5004
39,ds,0.008,1061
39,ds,0.022,594
39,ds,0.043,466
39,ds,0.05,162
39,ds,0.059,466
39,ds,0.067,2
39,ds,0.116,1
39,ds,0.127,4585
39,fu,0.006,662
39,fu,0.008,1006
39,fu,0.098,162
39,fu,0.136,1
39,fu,0.147,466
39,fu,0.195,466
39,fu,0.203,4007
39,tw,0.006,701
39,tw,0.023,162
39,tw,0.031,587
39,tw,0.034,466
39,tw,0.046,466
39,tw,0.054,1
39,tw,0.098,1
39,tw,0.502,3737
39,tn,0.008,1001
39,tn,0.028,591
39,tn,0.04,162
39,tn,0.062,466
39,tn,0.082,466
39,tn,0.098,1
39,tn,0.191,4550
39,tx,0.006,804
39,tx,0.008,1008
39,tx,0.068,1
39,tx,0.071,162
39,tx,0.106,466
39,tx,0.127,4924
39,dr,0.008,1359
39,dr,0.034,162
39,dr,0.05,464
39,dr,0.054,1
39,dr,0.067,464
39,dr,0.177,1
39,dr,0.181,3490
39,zk,0.006,613
39,zk,0.068,1
39,zk,0.115,162
39,zk,0.174,466
39,zk,0.231,466
39,zk,0.252,3918
39,oi,0.118,1288
39,oi,0.134,6
39,oi,0.16,6
39,oi,0.187,2
39,oi,0.196,1
39,oi,0.212,737
39,oi,0.271,5155
39,nf,0.015,981
39,nf,0.042,162
39,nf,0.046,466
39,nf,0.062,466
39,nf,0.078,1
39,nf,0.08,1
39,nf,0.132,633
39,nf,0.199,3518
39,kt,0.008,555
39,kt,0.014,1008
39,kt,0.052,162
39,kt,0.078,1
39,kt,0.079,466
39,kt,0.08,1
39,kt,0.106,466
39,kt,0.278,4457
39,qq,0.006,841
39,qq,0.068,163
39,qq,0.08,1
39,qq,0.102,466
39,qq,0.12,3861
39,do,0.218,4263
39,nv,0.006,622
39,nv,0.008,980
39,nv,0.059,162
39,nv,0.064,466
39,nv,0.078,1
39,nv,0.08,1
39,nv,0.086,466
39,nv,0.172,3690
39,ab,0.116,1
39,ab,0.177,162
39,ab,0.263,466
39,ab,0.346,3680
39,hw,0.095,466
39,hw,0.107,162
39,hw,0.12,1
39,hw,0.127,466
39,hw,0.16,715
39,hw,0.196,1
39,hw,0.379,4406
39,ajj,0.055,162
39,ajj,0.06,466
39,ajj,0.08,466
39,ajj,0.167,3007
39,pm,0.006,701
39,pm,0.022,1082
39,pm,0.035,162
39,pm,0.052,466
39,pm,0.068,466
39,pm,0.078,1
39,pm,0.181,3633
39,bl,0.006,757
39,bl,0.008,1008
39,bl,0.032,162
39,bl,0.047,466
39,bl,0.063,466
39,bl,0.116,1
39,bl,0.502,3173
39,yl,0.086,833
39,yl,0.089,162
39,yl,0.131,466
39,yl,0.175,466
39,yl,0.196,1
39,yl,0.231,320
39,yl,0.502,4379
39,iq,0.093,162
39,iq,0.139,466
39,iq,0.168,3511
39,sn,0.006,722
39,sn,0.047,162
39,sn,0.071,466
39,sn,0.094,466
39,sn,0.098,1009
39,sn,0.117,1
39,sn,0.127,3144
39,ew,0.006,671
39,ew,0.055,162
39,ew,0.08,1
39,ew,0.082,466
39,ew,0.087,1
39,ew,0.096,100
39,ew,0.108,466
39,ew,0.144,3544
39,ls,0.008,908
39,ls,0.06,162
39,ls,0.09,466
39,ls,0.119,466
39,ls,0.122,3322
39,ka,0.006,577
39,ka,0.063,162
39,ka,0.094,466
39,ka,0.115,1008
39,ka,0.124,466
39,ka,0.185,556
39,ka,0.215,4314
39,kf,0.006,694
39,kf,0.094,1082
39,kf,0.107,162
39,kf,0.16,466
39,kf,0.168,466
39,kf,0.187,3532
39,jg,0.006,573
39,jg,0.071,162
39,jg,0.087,320
39,jg,0.107,466
39,jg,0.143,466
39,jg,0.144,3254
39,mc,0.006,841
39,mc,0.078,1
39,mc,0.086,162
39,mc,0.13,466
39,mc,0.172,466
39,mc,0.178,3084
39,wg,0.006,729
39,wg,0.035,162
39,wg,0.052,466
39,wg,0.071,466
39,wg,0.09,3077
39,zh,0.007,699
39,zh,0.026,162
39,zh,0.039,466
39,zh,0.051,466
39,zh,0.152,3197
39,bf,0.06,162
39,bf,0.091,466
39,bf,0.12,466
39,bf,0.152,3060
39,zy,0.095,162
39,zy,0.143,466
39,zy,0.191,3585
39,ry,0.006,690
39,ry,0.056,156
39,ry,0.084,460
39,ry,0.112,460
39,ry,0.12,3266
39,nz,0.006,727
39,nz,0.051,162
39,nz,0.076,466
39,nz,0.087,320
39,nz,0.094,1
39,nz,0.102,466
39,nz,0.196,1
39,nz,0.502,3509
39,rt,0.096,162
39,rt,0.106,466
39,rt,0.14,466
39,rt,0.191,3156
39,uz,0.006,750
39,uz,0.099,162
39,uz,0.148,466
39,uz,0.166,3622
39,xv,0.066,162
39,xv,0.098,466
39,xv,0.127,3538
39,wc,0.116,1
39,wc,0.123,162
39,wc,0.185,540
39,wc,0.244,466
39,wc,0.252,3093
39,pd,0.008,1006
39,pd,0.051,162
39,pd,0.075,466
39,pd,0.08,1
39,pd,0.1,466
39,pd,0.116,1
39,pd,0.136,3152
39,tf,0.038,162
39,tf,0.056,466
39,tf,0.067,3529
39,ads,0.07,162
39,ads,0.104,466
39,ads,0.134,466
39,ads,1.25,178
39,xk,0.006,590
39,xk,0.094,1
39,xk,0.168,162
39,xk,0.231,4493
39,yw,0.006,651
39,yw,0.008,1003
39,yw,0.043,162
39,yw,0.047,466
39,yw,0.063,466
39,yw,0.098,1
39,yw,0.118,470
39,yw,0.127,3330
39,pf,0.012,700
39,pf,0.035,150
39,pf,0.04,452
39,pf,0.054,1
39,pf,0.055,452
39,pf,0.098,1
39,pf,0.154,3872
39,me,0.006,791
39,me,0.048,162
39,me,0.071,466
39,me,0.078,1
39,me,0.08,1
39,me,0.095,466
39,me,0.124,196
39,me,0.178,4489
39,za,0.006,842
39,za,0.098,1
39,za,0.112,162
39,za,0.168,466
39,za,0.174,1
39,za,0.191,3532
39,mo,0.116,1
39,mo,0.163,78
39,mo,0.179,382
39,mo,0.239,382
39,mo,0.467,5404
39,vm,0.098,1
39,vm,0.16,78
39,vm,0.177,382
39,vm,0.235,382
39,vm,0.4,3820
39,gmsg,0.667,109
39,sf,0.074,162
39,sf,0.111,466
39,sf,0.147,466
39,sf,0.181,3046
39,ot,0.128,620
39,ot,0.135,458
39,ot,0.26,548
39,ot,0.302,3786
39,blr,0.028,102
39,blr,0.042,406
39,blr,0.055,406
39,blr,0.084,953
39,dp,0.016,692
39,dp,0.067,162
39,dp,0.1,466
39,dp,0.12,3900
39,ip,0.006,718
39,ip,0.054,162
39,ip,0.08,466
39,ip,0.107,466
39,ip,0.108,3116
39,xz,0.006,623
39,xz,0.096,162
39,xz,0.144,466
39,xz,0.191,3526
39,ght,0.134,7414
39,kiq,0.2,20
39,opd,0.011,20
88,fb,0.004,694
88,fb,0.054,2
88,fb,0.067,1584
88,fb,0.087,1
88,fb,0.14,2071
88,wa,0.337,1
88,wa,0.584,5
88,wa,0.634,147
88,wa,0.835,1086
88,go,0.094,1
88,go,0.101,1
88,go,0.118,627
88,go,0.196,1
88,go,0.335,2117
88,lf,0.006,638
88,lf,0.116,1
88,lf,0.181,1647
88,zy,0.191,1055
88,im,0.006,658
88,im,0.116,1
88,im,0.502,1351
88,vi,0.055,575
88,vi,0.116,1
88,vi,0.502,1499
88,ig,0.054,2
88,ig,0.067,594
88,ig,0.098,1
88,ig,0.1,1725
88,wb,1.208,2083
88,mm,0.08,1
88,mm,0.087,397
88,mm,0.089,669
88,mm,0.115,2137
88,wx,0.006,731
88,wx,0.067,623
88,wx,0.215,1
88,wx,0.23,1140
88,am,0.006,687
88,am,0.094,2
88,am,0.098,1
88,am,0.118,694
88,am,0.152,1078
88,ds,0.006,716
88,ds,0.067,2
88,ds,0.116,1
88,ds,0.127,1517
88,fu,0.006,682
88,fu,0.136,1
88,fu,0.203,1666
88,mt,0.006,682
88,mt,0.116,1
88,mt,0.12,1743
88,ub,0.006,699
88,ub,0.094,2
88,ub,0.098,1
88,ub,0.191,1849
88,tw,0.006,591
88,tw,0.054,1
88,tw,0.098,1
88,tw,0.134,1945
88,mb,0.006,607
88,mb,0.067,615
88,mb,0.115,1005
88,tn,0.006,611
88,tn,0.098,1
88,tn,0.191,1368
88,tx,0.006,760
88,tx,0.068,1
88,tx,0.152,1560
88,dr,0.006,697
88,dr,0.054,1
88,dr,0.177,1
88,dr,0.316,1373
88,dh,0.006,621
88,dh,0.094,1
88,dh,0.116,1
88,dh,0.136,1469
88,rr,0.006,631
88,rr,0.191,1227
88,zk,0.006,605
88,zk,0.068,1
88,zk,0.252,1514
88,kc,0.006,605
88,kc,0.08,1
88,kc,0.196,1
88,kc,0.267,1437
88,oi,0.118,605
88,oi,0.187,2
88,oi,0.196,1
88,oi,0.258,636
88,oi,0.379,2112
88,nf,0.078,1
88,nf,0.08,1
88,nf,0.102,1978
88,kt,0.006,818
88,kt,0.078,1
88,kt,0.08,1
88,kt,0.278,1535
88,qq,0.006,732
88,qq,0.068,1
88,qq,0.08,1
88,qq,0.12,1423
88,nv,0.078,1
88,nv,0.08,1
88,nv,0.152,2338
88,uk,0.006,745
88,uk,0.422,1675
88,ab,0.116,1
88,ab,0.384,1178
88,hw,0.12,1
88,hw,0.167,712
88,hw,0.196,1
88,hw,0.252,1296
88,pm,0.006,748
88,pm,0.078,1
88,pm,0.091,1601
88,bl,0.006,748
88,bl,0.116,1
88,bl,0.502,1478
88,ts,0.084,774
88,ts,0.187,1
88,ts,0.39,1
88,ts,0.502,1471
88,bz,0.006,614
88,bz,0.116,1
88,bz,0.252,1477
88,yl,0.006,660
88,yl,0.196,1
88,yl,0.502,1428
88,zr,0.006,717
88,zr,0.078,1
88,zr,0.166,1368
88,iq,0.168,1065
88,sn,0.006,748
88,sn,0.098,1
88,sn,0.117,1
88,sn,0.152,1268
88,ew,0.006,667
88,ew,0.08,1
88,ew,0.087,1
88,ew,0.144,1416
88,ls,0.252,1081
88,ka,0.006,787
88,ka,0.185,709
88,ka,0.191,1005
88,zz,0.006,607
88,zz,0.127,1440
88,jg,0.006,594
88,jg,0.144,1686
88,mc,0.006,733
88,mc,0.078,1
88,mc,0.178,1315
88,wg,0.006,689
88,wg,0.127,1273
88,zh,0.006,605
88,zh,0.152,1323
88,bf,0.166,1050
88,ry,0.006,871
88,ry,0.12,1292
88,nz,0.006,770
88,nz,0.094,1
88,nz,0.196,1
88,nz,0.252,1640
88,rt,0.191,1072
88,uz,0.166,1823
88,xv,0.127,1092
88,df,0.196,1
88,df,0.502,1190
88,wc,0.116,1
88,wc,0.252,1053
88,tf,0.051,1053
88,ads,0.134,49
88,me,0.006,561
88,me,0.078,1
88,me,0.08,1
88,me,0.502,1856
88,tg,0.335,5
88,tg,0.4,406
88,tg,0.42,1
88,tg,2.059,2124
88,za,0.006,616
88,za,0.098,1
88,za,0.174,1
88,za,0.191,1065
88,xk,0.006,694
88,xk,0.094,1
88,xk,0.231,1480
88,pf,0.006,591
88,pf,0.054,1
88,pf,0.095,1523
88,yw,0.006,681
88,yw,0.098,1
88,yw,0.118,435
88,yw,0.127,1000
88,agb,0.006,721
88,agb,0.251,635
88,gmsg,0.502,69
88,dp,0.006,737
88,dp,0.12,1500
88,xz,0.1,644
88,xz,0.191,1297
88,ajj,0.08,1005
88,sf,0.181,1154
88,ip,0.094,750
88,ip,0.108,1291
54,fb,0.054,1
54,fb,0.06,4012
54,fb,0.067,73504
54,fb,0.087,1
54,fb,0.167,891
54,ds,0.024,734
54,ds,0.067,1
54,ds,0.091,10
54,ds,0.116,1
54,ds,0.118,768
54,ds,0.502,132
54,tg,0.4,386
54,tg,0.792,100
54,tg,0.811,5012
54,tg,0.835,10
54,tg,1.104,91
54,ig,0.067,12677
54,ig,0.074,3391
54,ig,0.098,1
54,ig,0.143,10
54,oi,0.111,3012
54,oi,0.118,1300
54,oi,0.187,1
54,oi,0.196,58
54,oi,0.542,998
54,ew,0.06,3012
54,ew,0.068,753
54,ew,0.087,1
54,ew,0.271,153
54,nv,0.062,631
54,nv,0.086,61
54,nv,0.228,874
54,mm,0.02,3012
54,mm,0.027,33
54,mm,0.048,732
54,mm,0.094,372
54,mm,0.122,80
54,kt,0.004,576
54,kt,0.204,2012
54,kt,0.262,94
54,kt,0.274,1547
54,ts,0.234,574
54,ts,0.39,1
54,ts,0.542,630
54,go,0.091,4012
54,go,0.094,1
54,go,0.118,6437
54,go,0.196,1
54,go,0.335,908
54,lf,0.011,3012
54,lf,0.02,35
54,lf,0.116,1
54,lf,0.13,1505
54,zy,0.228,63
54,bf,0.216,55
54,im,0.004,690
54,im,0.126,105
54,im,0.502,436
54,vi,0.011,3363
54,vi,0.116,1
54,vi,0.14,832
54,vi,0.502,160
54,wb,0.203,2012
54,wb,0.271,972
54,wx,0.067,773
54,wx,0.215,1
54,wx,0.502,2901
54,am,0.06,3742
54,am,0.094,1
54,am,0.098,1
54,am,0.126,625
54,am,0.136,117
54,fu,0.084,648
54,fu,0.136,1
54,fu,0.163,743
54,mt,0.004,549
54,mt,0.09,1012
54,mt,0.116,1
54,mt,0.119,351
54,ub,0.094,1
54,ub,0.098,1
54,ub,0.14,2012
54,ub,0.152,800
54,tw,0.098,1
54,tw,0.131,55
54,tw,0.134,2654
54,mb,0.03,615
54,mb,0.031,3012
54,mb,0.067,546
54,mb,0.147,155
54,tn,0.098,1
54,tn,0.13,600
54,tx,0.068,1
54,tx,0.13,785
54,dr,0.006,741
54,dr,0.067,3612
54,dr,0.17,3012
54,dr,0.177,1
54,dr,0.226,10
54,dh,0.111,2012
54,dh,0.116,1
54,dh,0.118,920
54,dh,0.195,589
54,rr,0.006,685
54,rr,0.228,339
54,zk,0.038,529
54,zk,0.068,1
54,zk,0.216,482
54,kc,0.196,1
54,kc,0.276,1074
54,nf,0.076,702
54,nf,0.078,1
54,nf,0.118,4204
54,nf,0.168,14
54,qq,0.006,727
54,qq,0.068,1
54,qq,0.108,773
54,uk,0.006,706
54,uk,0.114,1012
54,uk,0.152,793
54,ab,0.116,1
54,ab,0.327,419
54,hw,0.143,27
54,hw,0.196,1
54,hw,0.216,1143
54,pm,0.015,627
54,pm,0.078,1
54,pm,0.098,606
54,bl,0.103,87
54,bl,0.116,1
54,bl,0.502,382
54,bz,0.108,667
54,bz,0.116,1
54,bz,0.502,867
54,yl,0.004,750
54,yl,0.196,1
54,yl,0.204,21
54,yl,0.502,470
54,zr,0.006,822
54,zr,0.078,1
54,zr,1.083,392
54,li,0.043,594
54,li,0.046,459
54,bo,0.13,53
54,iq,0.203,52
54,sn,0.108,216
54,sn,0.117,1
54,ls,0.163,60
54,ka,0.152,636
54,ka,0.185,1209
54,ka,0.502,137
54,kf,0.006,629
54,kf,0.127,90
54,kf,0.14,586
54,jg,0.006,591
54,jg,0.174,897
54,mc,0.006,664
54,mc,0.078,1
54,mc,0.212,370
54,wg,0.076,311
54,zh,0.006,622
54,zh,0.182,391
54,ry,0.144,357
54,nz,0.004,719
54,nz,0.196,1
54,nz,0.262,43
54,nz,0.502,731
54,et,0.006,684
54,et,0.046,230
54,rt,0.228,235
54,uz,0.004,474
54,uz,0.13,352
54,xv,0.098,112
54,cq,0.195,59
54,wc,0.116,1
54,wc,0.303,33
54,zo,0.087,56
54,pd,0.116,1
54,pd,0.136,56
54,tf,0.051,58
54,ads,0.134,54
54,yw,0.045,7
54,yw,0.098,1
54,yw,0.118,682
54,yw,0.152,143
54,wa,0.548,1
54,wa,0.919,10
54,za,0.006,677
54,za,0.098,1
54,za,0.163,66
54,ajj,0.08,10
54,dp,0.087,417
54,pf,0.004,488
54,pf,0.147,2884
54,vz,0.094,1
54,vz,0.6,1191
54,mo,0.116,1
54,mo,0.467,1119
54,mj,0.08,1
54,mj,0.4,1314
54,vm,0.098,1
54,vm,0.4,1168
54,gmsg,0.502,129
54,xz,0.063,657
54,xz,0.228,326
54,me,0.006,691
54,me,0.011,3012
54,me,0.194,1895
54,agb,0.006,733
54,agb,0.251,511
54,xk,0.139,690
54,xk,0.174,488
54,hl,0.142,43
54,ip,0.13,275
54,sf,0.216,44
18,fb,0.054,2
18,fb,0.067,698
18,fb,0.087,1
18,fb,0.167,8005
18,tg,0.335,5
18,tg,0.395,1
18,tg,0.4,8000
18,tg,0.42,1
18,hw,0.004,656
18,hw,0.12,1
18,hw,0.196,1
18,hw,0.228,6005
18,zr,0.006,735
18,zr,0.078,1
18,zr,0.252,6005
18,ig,0.054,2
18,ig,0.098,1
18,ig,0.106,672
18,ig,0.143,8039
18,oi,0.006,690
18,oi,0.187,2
18,oi,0.196,1
18,oi,0.271,8005
18,go,0.094,1
18,go,0.101,1
18,go,0.181,656
18,go,0.196,1
18,go,0.335,8037
18,lf,0.006,684
18,lf,0.108,5
18,lf,0.116,1
18,lf,0.502,7000
18,zy,0.191,5005
18,bf,0.252,5005
18,im,0.006,601
18,im,0.116,1
18,im,0.502,6005
18,vi,0.076,787
18,vi,0.116,1
18,vi,0.118,7040
18,wb,0.439,529
18,wb,0.451,5005
18,mm,0.08,1
18,mm,0.089,670
18,mm,0.118,7005
18,wx,0.004,555
18,wx,0.215,1
18,wx,0.23,6005
18,am,0.006,726
18,am,0.094,2
18,am,0.098,1
18,am,0.136,7074
18,ds,0.006,706
18,ds,0.067,2
18,ds,0.116,1
18,ds,0.502,7005
18,fu,0.006,668
18,fu,0.136,1
18,fu,0.203,5005
18,mt,0.006,768
18,mt,0.116,1
18,mt,0.502,5005
18,ub,0.006,596
18,ub,0.094,2
18,ub,0.098,1
18,ub,0.127,7005
18,tw,0.006,593
18,tw,0.054,1
18,tw,0.098,1
18,tw,0.502,6005
18,mb,0.006,729
18,mb,0.502,7005
18,tn,0.006,691
18,tn,0.098,1
18,tn,0.502,6005
18,tx,0.006,654
18,tx,0.068,1
18,tx,0.152,6005
18,dr,0.006,689
18,dr,0.054,1
18,dr,0.177,1
18,dr,0.316,6005
18,dh,0.094,1
18,dh,0.116,1
18,dh,0.118,754
18,dh,0.136,7005
18,rr,0.006,745
18,rr,0.191,5005
18,zk,0.006,772
18,zk,0.068,1
18,zk,0.252,5005
18,kc,0.006,702
18,kc,0.08,1
18,kc,0.196,1
18,kc,0.231,6005
18,nf,0.006,649
18,nf,0.078,1
18,nf,0.08,1
18,nf,0.252,6005
18,kt,0.006,677
18,kt,0.078,1
18,kt,0.08,1
18,kt,0.191,7005
18,qq,0.006,678
18,qq,0.068,1
18,qq,0.08,1
18,qq,0.12,5005
18,nv,0.006,649
18,nv,0.078,1
18,nv,0.08,1
18,nv,0.228,6005
18,uk,0.006,742
18,uk,0.127,5005
18,ab,0.116,1
18,ab,0.384,5005
18,pm,0.019,692
18,pm,0.078,1
18,pm,0.502,5005
18,bl,0.006,662
18,bl,0.116,1
18,bl,0.502,5005
18,ts,0.006,723
18,ts,0.187,1
18,ts,0.39,1
18,ts,0.502,7005
18,bz,0.006,586
18,bz,0.116,1
18,bz,0.252,6005
18,yl,0.006,733
18,yl,0.196,1
18,yl,0.502,7005
18,ew,0.006,714
18,ew,0.08,1
18,ew,0.087,1
18,ew,0.144,6005
18,ls,0.252,5005
18,ka,0.006,707
18,ka,0.191,7005
18,zz,0.006,548
18,zz,0.027,5005
18,mc,0.006,638
18,mc,0.078,1
18,mc,0.178,5005
18,wg,0.006,500
18,wg,0.127,5005
18,zh,0.006,819
18,zh,0.152,5005
18,nz,0.006,556
18,nz,0.094,1
18,nz,0.196,1
18,nz,0.252,6005
18,rt,0.191,5005
18,uz,0.166,5613
18,xv,0.127,5005
18,wc,0.116,1
18,wc,0.252,6005
18,tf,0.051,5005
18,ads,0.134,5
18,me,0.006,787
18,me,0.078,1
18,me,0.08,1
18,me,0.194,7000
18,za,0.006,633
18,za,0.098,1
18,za,0.174,1
18,za,0.191,5000
18,xk,0.006,693
18,xk,0.094,1
18,xk,0.231,5000
18,wa,0.337,1
18,wa,0.584,8005
18,pf,0.006,696
18,pf,0.054,1
18,pf,0.098,1
18,pf,0.144,6000
18,yw,0.067,688
18,yw,0.098,1
18,yw,0.127,5000
18,ght,0.398,1
18,ajj,0.08,5005
18,xz,0.1,653
18,xz,0.191,5000
18,agb,0.006,770
18,sf,0.181,5000
45,fb,0.054,1
45,fb,0.067,377
45,fb,0.075,174
45,fb,0.087,1
45,fb,0.094,16
45,fb,0.134,1072
45,vi,0.052,534
45,vi,0.054,432
45,vi,0.1,31
45,vi,0.107,6
45,vi,0.116,1
45,vi,0.502,522
45,tg,2.013,6
45,tg,2.948,5
45,tg,3.045,1
45,tg,3.177,1068
45,tg,3.883,806
45,hw,0.143,80
45,hw,0.196,1
45,hw,0.228,1088
45,hw,0.234,714
45,hw,0.304,6
45,hw,0.687,705
45,hw,0.705,507
45,mb,0.028,735
45,mb,0.052,552
45,mb,0.054,920
45,mb,0.063,29
45,mb,0.067,578
45,mb,0.094,128
45,uk,0.006,657
45,uk,0.14,6
45,uk,0.202,714
45,uk,0.267,1849
45,mm,0.004,630
45,mm,0.048,1084
45,mm,0.071,6
45,mm,0.091,1450
45,wa,1.963,1
45,wa,3.095,5
45,wa,4.118,122
45,wx,0.042,76
45,wx,0.067,724
45,wx,0.091,29
45,wx,0.215,1
45,wx,0.502,179
45,lf,0.02,672
45,lf,0.106,914
45,lf,0.116,1
45,lf,0.147,558
45,lf,0.181,954
45,im,0.006,802
45,im,0.074,6
45,im,0.112,714
45,im,0.116,1
45,im,0.122,1088
45,im,0.15,351
45,go,0.094,1
45,go,0.118,331
45,go,0.139,2
45,go,0.166,996
45,go,0.196,1
45,go,0.275,25
45,go,0.668,545
45,go,0.95,624
45,go,1,126
45,ig,0.054,1
45,ig,0.067,328
45,ig,0.08,180
45,ig,0.098,1
45,ig,0.1,945
45,wb,0.3,14
45,wb,0.335,800
45,wb,0.42,426
45,wb,0.672,6
45,wb,1.208,362
45,am,0.067,564
45,am,0.084,474
45,am,0.094,1
45,am,0.098,1
45,am,0.118,1445
45,am,0.168,2
45,am,0.302,138
45,ds,0.006,691
45,ds,0.038,714
45,ds,0.05,1088
45,ds,0.067,1
45,ds,0.07,6
45,ds,0.116,1
45,ds,0.172,574
45,fu,0.006,708
45,fu,0.116,6
45,fu,0.136,1
45,fu,0.155,714
45,fu,0.196,1088
45,fu,0.203,711
45,mt,0.027,707
45,mt,0.052,714
45,mt,0.063,6
45,mt,0.068,92
45,mt,0.07,1088
45,mt,0.116,1
45,mt,0.185,274
45,mt,0.376,29
45,mt,0.502,128
45,ub,0.045,707
45,ub,0.094,1
45,ub,0.098,1
45,ub,0.118,696
45,ub,0.12,1048
45,ub,0.138,6
45,ub,0.181,29
45,ub,0.196,86
45,ub,0.271,911
45,tw,0.036,13
45,tw,0.042,714
45,tw,0.055,1080
45,tw,0.059,6
45,tw,0.072,637
45,tw,0.098,1
45,tw,0.334,892
45,mo,0.006,742
45,mo,0.054,702
45,mo,0.066,17
45,mo,0.071,1064
45,mo,0.116,1
45,mo,0.502,832
45,tn,0.006,718
45,tn,0.068,29
45,tn,0.07,702
45,tn,0.076,6
45,tn,0.093,1076
45,tn,0.098,1
45,tn,0.234,488
45,tn,0.502,130
45,tx,0.068,1
45,tx,0.082,6
45,tx,0.123,714
45,tx,0.146,753
45,tx,0.154,1638
45,dr,0.006,783
45,dr,0.177,1
45,dr,0.244,6
45,dr,0.296,714
45,dr,0.339,29
45,dr,0.394,1088
45,dr,0.451,757
45,dh,0.116,1
45,dh,0.182,714
45,dh,0.206,797
45,dh,0.243,956
45,dh,0.287,6
45,dh,0.512,29
45,dh,0.652,604
45,rr,0.004,647
45,rr,0.08,684
45,rr,0.103,6
45,rr,0.107,980
45,rr,0.163,29
45,rr,0.199,325
45,zk,0.006,705
45,zk,0.068,1
45,zk,0.094,6
45,zk,0.098,714
45,zk,0.13,1088
45,zk,0.181,889
45,kc,0.006,621
45,kc,0.167,6
45,kc,0.178,1088
45,kc,0.196,1
45,kc,0.223,714
45,kc,0.238,29
45,kc,0.316,362
45,oi,0.118,611
45,oi,0.17,150
45,oi,0.187,1
45,oi,0.196,1
45,oi,0.294,3
45,oi,0.411,764
45,oi,0.587,96
45,oi,1.125,109
45,nf,0.006,622
45,nf,0.078,1
45,nf,0.152,6
45,nf,0.22,714
45,nf,0.294,1088
45,nf,0.316,328
45,kt,0.07,523
45,kt,0.078,1
45,kt,0.09,6
45,kt,0.126,714
45,kt,0.132,1088
45,kt,0.163,648
45,qq,0.006,623
45,qq,0.068,1
45,qq,0.083,6
45,qq,0.123,714
45,qq,0.154,1588
45,nv,0.006,613
45,nv,0.045,714
45,nv,0.052,1088
45,nv,0.066,6
45,nv,0.078,1
45,nv,0.108,29
45,nv,0.144,641
45,ab,0.116,1
45,ab,0.208,6
45,ab,0.243,714
45,ab,0.324,1088
45,ab,0.384,201
45,abk,0.01,6
45,abk,0.011,714
45,abk,0.014,1180
45,abk,0.018,211
45,pm,0.006,471
45,pm,0.019,714
45,pm,0.02,53
45,pm,0.023,1088
45,pm,0.024,29
45,pm,0.028,6
45,pm,0.078,1
45,pm,0.502,507
45,vm,0.006,698
45,vm,0.098,1
45,vm,0.134,6
45,vm,0.174,690
45,vm,0.196,62
45,vm,0.203,29
45,vm,0.231,1064
45,vm,0.271,381
45,ij,0.006,726
45,ij,0.196,1
45,ij,0.23,6
45,ij,0.316,714
45,ij,0.422,1088
45,ij,0.451,274
45,bl,0.006,637
45,bl,0.056,714
45,bl,0.059,29
45,bl,0.07,6
45,bl,0.076,1086
45,bl,0.084,10
45,bl,0.116,1
45,bl,0.502,380
45,ts,0.192,700
45,ts,0.304,26
45,ts,0.331,1014
45,ts,0.338,714
45,ts,0.39,1
45,ts,0.428,6
45,ts,0.835,454
45,bz,0.006,721
45,bz,0.104,29
45,bz,0.116,1
45,bz,0.132,6
45,bz,0.185,714
45,bz,0.246,1086
45,bz,0.252,456
45,yl,0.006,674
45,yl,0.132,714
45,yl,0.158,6
45,yl,0.177,1088
45,yl,0.196,1
45,yl,0.502,442
45,zr,0.006,714
45,zr,0.078,1
45,zr,0.627,6
45,zr,0.662,714
45,zr,0.879,29
45,zr,0.883,1088
45,zr,1.099,314
45,sn,0.006,800
45,sn,0.062,6
